osmid,y,x,street_count,highway,geometry
1666930354,34.6995942,135.501839,5,,POINT (135.501839 34.6995942)
1666930356,34.6980642,135.5046489,3,,POINT (135.5046489 34.6980642)
1666930357,34.6981705,135.5024909,3,,POINT (135.5024909 34.6981705)
1666930358,34.6997307,135.5045941,3,,POINT (135.5045941 34.6997307)
1666930359,34.7002414,135.5051161,4,,POINT (135.5051161 34.7002414)
1666930360,34.7004738,135.5021014,3,,POINT (135.5021014 34.7004738)
1666930361,34.6992143,135.5024806,4,,POINT (135.5024806 34.6992143)
1666930362,34.6989096,135.503507,4,,POINT (135.503507 34.6989096)
1666930364,34.698921,135.5053371,4,,POINT (135.5053371 34.698921)
1666930365,34.6991949,135.5034948,3,,POINT (135.5034948 34.6991949)
1666930367,34.6988363,135.5024517,4,,POINT (135.5024517 34.6988363)
1666930369,34.6984721,135.5046242,3,,POINT (135.5046242 34.6984721)
1666930370,34.6989238,135.504611,4,,POINT (135.504611 34.6989238)
1666930371,34.6992447,135.5021073,3,,POINT (135.5021073 34.6992447)
1666930372,34.6996049,135.502506,3,,POINT (135.502506 34.6996049)
1669489049,34.7028946,135.5118633,3,,POINT (135.5118633 34.7028946)
1669489055,34.6946325,135.5044045,3,motorway_junction,POINT (135.5044045 34.6946325)
1671477332,34.704995,135.5118584,1,,POINT (135.5118584 34.704995)
1671477349,34.7041848,135.5107813,4,,POINT (135.5107813 34.7041848)
1671477354,34.7042007,135.5118056,3,,POINT (135.5118056 34.7042007)
1671490918,34.7080151,135.5132158,3,,POINT (135.5132158 34.7080151)
1671490935,34.7052743,135.5119183,1,,POINT (135.5119183 34.7052743)
1671490938,34.7074802,135.5135841,3,,POINT (135.5135841 34.7074802)
1671490943,34.707053,135.51184,3,,POINT (135.51184 34.707053)
1671490945,34.7074937,135.513478,3,,POINT (135.513478 34.7074937)
1671490947,34.7079587,135.5138364,3,,POINT (135.5138364 34.7079587)
1671490958,34.7079424,135.514035,3,,POINT (135.514035 34.7079424)
1671490964,34.7064842,135.5118222,1,,POINT (135.5118222 34.7064842)
1671490967,34.7074651,135.5137731,3,,POINT (135.5137731 34.7074651)
1671490968,34.7076192,135.5118053,3,,POINT (135.5118053 34.7076192)
1671490975,34.7075609,135.5127087,3,,POINT (135.5127087 34.7075609)
1671490978,34.7079847,135.5135413,3,,POINT (135.5135413 34.7079847)
1671490984,34.7067476,135.5138784,3,,POINT (135.5138784 34.7067476)
1671490986,34.7075225,135.5131501,3,,POINT (135.5131501 34.7075225)
1671576304,34.7027108,135.5022484,1,,POINT (135.5022484 34.7027108)
1671576340,34.7021347,135.5023622,4,,POINT (135.5023622 34.7021347)
1671576346,34.7009386,135.5017897,3,,POINT (135.5017897 34.7009386)
1671578022,34.7042558,135.503598,2,,POINT (135.503598 34.7042558)
1673338212,34.6986924,135.5004348,3,,POINT (135.5004348 34.6986924)
1673338232,34.7040486,135.5015866,4,,POINT (135.5015866 34.7040486)
1673338236,34.6987847,135.5018663,3,,POINT (135.5018663 34.6987847)
1674015779,34.6982143,135.5018904,4,,POINT (135.5018904 34.6982143)
1674015790,34.6979481,135.5035816,3,,POINT (135.5035816 34.6979481)
1674015796,34.6971507,135.5035468,3,,POINT (135.5035468 34.6971507)
1674096210,34.7087446,135.4956809,3,,POINT (135.4956809 34.7087446)
1674104976,34.7048321,135.501707,3,,POINT (135.501707 34.7048321)
1674104977,34.7068823,135.5006763,4,,POINT (135.5006763 34.7068823)
1674104978,34.7104457,135.500251,3,,POINT (135.500251 34.7104457)
1674104980,34.7058089,135.5010546,5,,POINT (135.5010546 34.7058089)
1674104981,34.7093866,135.5006834,4,traffic_signals,POINT (135.5006834 34.7093866)
1674104982,34.7052675,135.5012425,3,traffic_signals,POINT (135.5012425 34.7052675)
1674104983,34.7083278,135.5007043,4,,POINT (135.5007043 34.7083278)
1674104984,34.7077345,135.5007036,3,,POINT (135.5007036 34.7077345)
1674104987,34.7047471,135.5014698,3,,POINT (135.5014698 34.7047471)
1688075131,34.7064175,135.4884725,3,,POINT (135.4884725 34.7064175)
1688075134,34.7075495,135.4886487,3,,POINT (135.4886487 34.7075495)
1688075135,34.7078299,135.4894789,3,,POINT (135.4894789 34.7078299)
1688075137,34.7080175,135.4895994,3,,POINT (135.4895994 34.7080175)
1688075140,34.7084063,135.4915322,3,,POINT (135.4915322 34.7084063)
1688075141,34.7084427,135.4910152,3,,POINT (135.4910152 34.7084427)
1688075143,34.7092216,135.4935248,2,,POINT (135.4935248 34.7092216)
1703928527,34.7057295,135.5005878,4,,POINT (135.5005878 34.7057295)
1703928530,34.7057487,135.5008183,3,,POINT (135.5008183 34.7057487)
1709531115,34.7070976,135.500435,3,,POINT (135.500435 34.7070976)
1710999983,34.7035349,135.511833,1,,POINT (135.511833 34.7035349)
1712327443,34.7062412,135.5023934,3,,POINT (135.5023934 34.7062412)
1712327446,34.7071259,135.5029342,3,,POINT (135.5029342 34.7071259)
1712327449,34.7066241,135.5033983,3,,POINT (135.5033983 34.7066241)
1712327451,34.7065943,135.5029979,3,,POINT (135.5029979 34.7065943)
1712327457,34.7071615,135.5033038,3,,POINT (135.5033038 34.7071615)
1712327460,34.7059835,135.5034845,4,,POINT (135.5034845 34.7059835)
1713901918,34.696215,135.513522,1,,POINT (135.513522 34.696215)
1715694509,34.6986052,135.5093345,3,motorway_junction,POINT (135.5093345 34.6986052)
1715694518,34.7015147,135.5091755,3,,POINT (135.5091755 34.7015147)
1715694522,34.7024433,135.5094347,3,,POINT (135.5094347 34.7024433)
1715694529,34.7041858,135.5108883,4,,POINT (135.5108883 34.7041858)
1715694550,34.708873,135.5175421,4,,POINT (135.5175421 34.708873)
1715694555,34.7094385,135.5157424,4,,POINT (135.5157424 34.7094385)
1715694558,34.7097648,135.5146909,3,,POINT (135.5146909 34.7097648)
1715694561,34.7099348,135.5141623,3,,POINT (135.5141623 34.7099348)
1715694564,34.7100988,135.5093526,4,traffic_signals,POINT (135.5093526 34.7100988)
1715694566,34.7101697,135.5131005,4,,POINT (135.5131005 34.7101697)
1715694567,34.7102561,135.5131343,4,,POINT (135.5131343 34.7102561)
1715694569,34.7105176,135.5120433,3,,POINT (135.5120433 34.7105176)
1715694570,34.710662,135.5118519,3,,POINT (135.5118519 34.710662)
1715694573,34.710714,135.5107931,4,,POINT (135.5107931 34.710714)
1715694577,34.7108951,135.5106663,4,,POINT (135.5106663 34.7108951)
1715694578,34.7108301,135.510783,5,,POINT (135.510783 34.7108301)
1715694581,34.7113777,135.5107509,3,traffic_signals,POINT (135.5107509 34.7113777)
1715694582,34.7126602,135.5107137,4,traffic_signals,POINT (135.5107137 34.7126602)
1715694583,34.7148918,135.5106539,4,traffic_signals,POINT (135.5106539 34.7148918)
1715694585,34.7170017,135.5107222,4,traffic_signals,POINT (135.5107222 34.7170017)
1715696352,34.7045354,135.5009189,3,,POINT (135.5009189 34.7045354)
1715696360,34.7152297,135.5125907,5,traffic_signals,POINT (135.5125907 34.7152297)
1715696361,34.7157582,135.5149628,4,traffic_signals,POINT (135.5149628 34.7157582)
1715696363,34.7159504,135.5155773,4,,POINT (135.5155773 34.7159504)
1715696365,34.716681,135.5151958,3,,POINT (135.5151958 34.716681)
1715704329,34.6971365,135.5179743,4,,POINT (135.5179743 34.6971365)
1715704331,34.6981391,135.5180439,4,,POINT (135.5180439 34.6981391)
1715704332,34.6995769,135.51815,4,,POINT (135.51815 34.6995769)
1715704333,34.7003225,135.5182054,4,,POINT (135.5182054 34.7003225)
1715704334,34.701349,135.5182095,4,,POINT (135.5182095 34.701349)
1715704335,34.7025277,135.5176685,4,traffic_signals,POINT (135.5176685 34.7025277)
1715704336,34.7034776,135.5172211,4,,POINT (135.5172211 34.7034776)
1715704337,34.7038956,135.517003,3,,POINT (135.517003 34.7038956)
1715704339,34.7043085,135.5140403,3,,POINT (135.5140403 34.7043085)
1715704341,34.7050085,135.5164371,4,,POINT (135.5164371 34.7050085)
1715704348,34.7060931,135.5156857,4,traffic_signals,POINT (135.5156857 34.7060931)
1715704353,34.7093923,135.5155997,4,,POINT (135.5155997 34.7093923)
1715704354,34.7094851,135.5155885,4,,POINT (135.5155885 34.7094851)
1715704356,34.7105336,135.5158283,3,,POINT (135.5158283 34.7105336)
1715704357,34.7105401,135.5156817,4,,POINT (135.5156817 34.7105401)
1715704358,34.7118804,135.5159203,3,,POINT (135.5159203 34.7118804)
1715704359,34.712199,135.515979,3,,POINT (135.515979 34.712199)
1715704360,34.7138024,135.5162198,4,,POINT (135.5162198 34.7138024)
1715717530,34.6931078,135.5092493,3,,POINT (135.5092493 34.6931078)
1715717540,34.697585,135.5092367,4,traffic_signals,POINT (135.5092367 34.697585)
1715717560,34.698483,135.4949602,3,,POINT (135.4949602 34.698483)
1718694254,34.7033841,135.5041446,3,,POINT (135.5041446 34.7033841)
1718694256,34.7029908,135.5042364,1,,POINT (135.5042364 34.7029908)
1718694258,34.7037888,135.5040797,3,,POINT (135.5040797 34.7037888)
1718694260,34.7041321,135.5017964,4,,POINT (135.5017964 34.7041321)
1718694262,34.7041334,135.504085,3,,POINT (135.504085 34.7041334)
1718694263,34.7037871,135.5040512,3,,POINT (135.5040512 34.7037871)
1721586659,34.7037777,135.5163911,3,,POINT (135.5163911 34.7037777)
1721586668,34.7050607,135.5145923,4,,POINT (135.5145923 34.7050607)
1721586698,34.705314,135.5119649,1,,POINT (135.5119649 34.705314)
1721586707,34.704126,135.5137663,3,,POINT (135.5137663 34.704126)
1721586710,34.7051783,135.513135,3,,POINT (135.513135 34.7051783)
1721586713,34.7046001,135.513021,3,,POINT (135.513021 34.7046001)
1721594166,34.7090492,135.5131572,3,,POINT (135.5131572 34.7090492)
1721594169,34.7088843,135.5125979,3,,POINT (135.5125979 34.7088843)
1721594174,34.7095805,135.5137761,3,,POINT (135.5137761 34.7095805)
1721594179,34.7093136,135.5127733,3,,POINT (135.5127733 34.7093136)
1721594180,34.7096625,135.5147172,3,,POINT (135.5147172 34.7096625)
1721594181,34.7090184,135.5140961,3,,POINT (135.5140961 34.7090184)
1721594183,34.7095788,135.5142239,3,,POINT (135.5142239 34.7095788)
1721594188,34.7089338,135.5147819,3,,POINT (135.5147819 34.7089338)
1721594189,34.7084489,135.5133917,3,,POINT (135.5133917 34.7084489)
1721594191,34.7092264,135.5135243,3,,POINT (135.5135243 34.7092264)
1721594192,34.7097751,135.5136078,1,,POINT (135.5136078 34.7097751)
1721594193,34.7096332,135.5129084,3,,POINT (135.5129084 34.7096332)
1721594196,34.7095754,135.5141577,3,,POINT (135.5141577 34.7095754)
1721594202,34.7096048,135.5135602,4,,POINT (135.5135602 34.7096048)
1721607809,34.7098623,135.5122915,3,,POINT (135.5122915 34.7098623)
1721607813,34.7096826,135.5108275,3,,POINT (135.5108275 34.7096826)
1721607822,34.7078394,135.5072769,3,,POINT (135.5072769 34.7078394)
1721607832,34.7066394,135.5060623,3,,POINT (135.5060623 34.7066394)
1721607871,34.7097157,135.512939,3,,POINT (135.512939 34.7097157)
1721607886,34.7080043,135.50899,1,,POINT (135.50899 34.7080043)
1721627351,34.7100865,135.5069614,4,,POINT (135.5069614 34.7100865)
1721627361,34.7061085,135.5073927,3,,POINT (135.5073927 34.7061085)
1721627377,34.7067499,135.5041205,3,,POINT (135.5041205 34.7067499)
1721627386,34.7105027,135.5092725,3,,POINT (135.5092725 34.7105027)
1721627413,34.7062356,135.5060811,3,,POINT (135.5060811 34.7062356)
1721627433,34.7076237,135.5050205,1,,POINT (135.5050205 34.7076237)
1721627435,34.7089615,135.5046206,3,,POINT (135.5046206 34.7089615)
1721627447,34.7066918,135.5073699,3,,POINT (135.5073699 34.7066918)
1721627449,34.707014,135.5073224,3,,POINT (135.5073224 34.707014)
1721627480,34.7062794,135.5060729,3,,POINT (135.5060729 34.7062794)
1721627522,34.7070173,135.5069054,1,,POINT (135.5069054 34.7070173)
1721634703,34.7094498,135.507084,3,,POINT (135.507084 34.7094498)
1721634714,34.7095977,135.5078686,3,,POINT (135.5078686 34.7095977)
1721634718,34.7101751,135.5076358,3,,POINT (135.5076358 34.7101751)
1721634723,34.7087943,135.5078102,6,traffic_signals,POINT (135.5078102 34.7087943)
1721647292,34.7112369,135.5126483,1,,POINT (135.5126483 34.7112369)
1721647293,34.7111171,135.5157742,3,,POINT (135.5157742 34.7111171)
1721647303,34.7108704,135.5147517,3,,POINT (135.5147517 34.7108704)
1721647305,34.7118504,135.5111944,3,,POINT (135.5111944 34.7118504)
1721647310,34.710885,135.5134037,3,,POINT (135.5134037 34.710885)
1721647311,34.7121161,135.5138061,3,,POINT (135.5138061 34.7121161)
1721647328,34.7105593,135.5150165,3,,POINT (135.5150165 34.7105593)
1721647330,34.7099822,135.5146896,3,,POINT (135.5146896 34.7099822)
1721647346,34.7112229,135.5148094,4,,POINT (135.5148094 34.7112229)
1721647349,34.7116162,135.5148802,4,,POINT (135.5148802 34.7116162)
1721647350,34.7107145,135.5133243,3,,POINT (135.5133243 34.7107145)
1721647360,34.7110548,135.5118373,3,,POINT (135.5118373 34.7110548)
1721647363,34.7113611,135.5135934,4,,POINT (135.5135934 34.7113611)
1721647367,34.7127016,135.5160545,3,,POINT (135.5160545 34.7127016)
1721647372,34.7119692,135.5111878,3,,POINT (135.5111878 34.7119692)
1721647373,34.7115167,135.5158277,3,,POINT (135.5158277 34.7115167)
1721647382,34.7105667,135.5146954,4,,POINT (135.5146954 34.7105667)
1721647384,34.7118049,135.5107462,3,,POINT (135.5107462 34.7118049)
1721647386,34.7105828,135.5140973,3,,POINT (135.5140973 34.7105828)
1721647388,34.7112414,135.512844,1,,POINT (135.512844 34.7112414)
1723740116,34.7069291,135.5084894,2,,POINT (135.5084894 34.7069291)
1733667128,34.7103676,135.507346,3,,POINT (135.507346 34.7103676)
1734750929,34.7163137,135.5111352,4,,POINT (135.5111352 34.7163137)
1735219988,34.709031,135.5137284,3,,POINT (135.5137284 34.709031)
1735951354,34.7037718,135.5142179,3,,POINT (135.5142179 34.7037718)
1735951370,34.7033705,135.5140045,4,,POINT (135.5140045 34.7033705)
1735962090,34.6981084,135.5186331,3,,POINT (135.5186331 34.6981084)
1736151820,34.7084501,135.5072421,3,,POINT (135.5072421 34.7084501)
1736151821,34.7087792,135.507658,4,traffic_signals,POINT (135.507658 34.7087792)
1736151822,34.7090421,135.5079834,3,,POINT (135.5079834 34.7090421)
1736151823,34.708884,135.5077851,3,traffic_signals,POINT (135.5077851 34.708884)
1736158374,34.7071616,135.5055937,3,,POINT (135.5055937 34.7071616)
1736158381,34.7074806,135.5059835,4,traffic_signals,POINT (135.5059835 34.7074806)
1736165699,34.7131222,135.5081008,3,,POINT (135.5081008 34.7131222)
1736175345,34.7110383,135.5058362,3,,POINT (135.5058362 34.7110383)
1737241013,34.7183109,135.5133476,4,,POINT (135.5133476 34.7183109)
1737241016,34.7184666,135.5141499,4,,POINT (135.5141499 34.7184666)
1737241020,34.7187304,135.5153161,3,,POINT (135.5153161 34.7187304)
1737241026,34.7187036,135.5148647,3,,POINT (135.5148647 34.7187036)
1737247243,34.715321,135.5131028,3,,POINT (135.5131028 34.715321)
1737247246,34.7177492,135.5133805,2,,POINT (135.5133805 34.7177492)
1737248386,34.7162716,135.5138029,3,,POINT (135.5138029 34.7162716)
1737248388,34.715109,135.5121356,3,,POINT (135.5121356 34.715109)
1737248390,34.71629,135.5126599,4,,POINT (135.5126599 34.71629)
1737248392,34.7162903,135.5131242,4,,POINT (135.5131242 34.7162903)
1737248394,34.7162712,135.5143979,4,,POINT (135.5143979 34.7162712)
1737248397,34.7162672,135.5150967,3,,POINT (135.5150967 34.7162672)
1737248401,34.7162868,135.5123245,4,,POINT (135.5123245 34.7162868)
1737254984,34.7162697,135.5140184,3,,POINT (135.5140184 34.7162697)
1737254987,34.7177405,135.5133782,4,,POINT (135.5133782 34.7177405)
1737254992,34.7177232,135.512778,3,,POINT (135.512778 34.7177232)
1737254994,34.7177653,135.5141931,4,,POINT (135.5141931 34.7177653)
1738907568,34.7155854,135.5106525,3,,POINT (135.5106525 34.7155854)
1738907570,34.7140902,135.502724,4,traffic_signals,POINT (135.502724 34.7140902)
1738907572,34.7150217,135.5073811,4,traffic_signals,POINT (135.5073811 34.7150217)
1738907574,34.7149523,135.5105574,4,traffic_signals,POINT (135.5105574 34.7149523)
1738907579,34.714882,135.5064862,5,traffic_signals,POINT (135.5064862 34.714882)
1738907581,34.7160309,135.515588,4,,POINT (135.515588 34.7160309)
1738907582,34.7143665,135.5038978,3,,POINT (135.5038978 34.7143665)
1738907585,34.7155749,135.5111454,4,,POINT (135.5111454 34.7155749)
1738907590,34.7149698,135.5089508,3,,POINT (135.5089508 34.7149698)
1738907591,34.7146989,135.5055552,4,traffic_signals,POINT (135.5055552 34.7146989)
1738907592,34.713807,135.5011608,4,traffic_signals,POINT (135.5011608 34.713807)
1738907593,34.7155083,135.512032,4,,POINT (135.512032 34.7155083)
1738907595,34.7142215,135.5032227,4,traffic_signals,POINT (135.5032227 34.7142215)
1738910438,34.7124785,135.4980323,3,traffic_signals,POINT (135.4980323 34.7124785)
1738917341,34.709283,135.4961843,3,,POINT (135.4961843 34.709283)
1738917344,34.7097941,135.4962737,3,,POINT (135.4962737 34.7097941)
1738917345,34.7097477,135.4961461,3,,POINT (135.4961461 34.7097477)
1738917347,34.7111564,135.4969272,4,traffic_signals,POINT (135.4969272 34.7111564)
1738921424,34.716891,135.50312,3,,POINT (135.50312 34.716891)
1738921435,34.7168229,135.5024095,4,,POINT (135.5024095 34.7168229)
1738942958,34.7153327,135.5125949,5,traffic_signals,POINT (135.5125949 34.7153327)
1738942959,34.7158468,135.5149938,4,traffic_signals,POINT (135.5149938 34.7158468)
1738942976,34.7150741,135.5111512,4,traffic_signals,POINT (135.5111512 34.7150741)
1738942993,34.7154032,135.5130609,3,,POINT (135.5130609 34.7154032)
1738963585,34.717172,135.5184078,4,,POINT (135.5184078 34.717172)
1739298509,34.7084905,135.5168602,3,,POINT (135.5168602 34.7084905)
1739298514,34.7098183,135.5142228,3,,POINT (135.5142228 34.7098183)
1739298524,34.7084718,135.5157772,3,,POINT (135.5157772 34.7084718)
1740925810,34.7120606,135.5123537,1,,POINT (135.5123537 34.7120606)
1740925812,34.713827,135.5106727,3,,POINT (135.5106727 34.713827)
1740925815,34.7137932,135.5116363,3,,POINT (135.5116363 34.7137932)
1740925824,34.7128322,135.5116125,3,,POINT (135.5116125 34.7128322)
1740929022,34.7155577,135.5113415,3,,POINT (135.5113415 34.7155577)
1740929032,34.7181008,135.5120006,3,,POINT (135.5120006 34.7181008)
1740929149,34.716311,135.5115639,4,,POINT (135.5115639 34.716311)
1740929151,34.7162975,135.5121403,4,,POINT (135.5121403 34.7162975)
1740936030,34.7113578,135.5049467,3,,POINT (135.5049467 34.7113578)
1740936046,34.7107966,135.5052392,3,,POINT (135.5052392 34.7107966)
1740936059,34.7181773,135.5121727,4,,POINT (135.5121727 34.7181773)
1740936062,34.7152915,135.5121789,3,,POINT (135.5121789 34.7152915)
1740936069,34.7107935,135.5051641,3,,POINT (135.5051641 34.7107935)
1740936095,34.7170205,135.5123642,4,,POINT (135.5123642 34.7170205)
1740937867,34.7156297,135.5143139,3,,POINT (135.5143139 34.7156297)
1740937869,34.7185765,135.5145473,3,,POINT (135.5145473 34.7185765)
1740937878,34.7177708,135.5146011,4,,POINT (135.5146011 34.7177708)
1740939822,34.7147414,135.5146378,3,,POINT (135.5146378 34.7147414)
1740939823,34.7147293,135.5160493,3,,POINT (135.5160493 34.7147293)
1740939826,34.7169088,135.5147931,3,,POINT (135.5147931 34.7169088)
1740939827,34.7177821,135.5149308,4,,POINT (135.5149308 34.7177821)
1740955733,34.7102282,135.5007766,3,,POINT (135.5007766 34.7102282)
1740955734,34.710102,135.502911,3,,POINT (135.502911 34.710102)
1740955747,34.7100425,135.5023923,4,,POINT (135.5023923 34.7100425)
1740955754,34.7094261,135.5010663,3,,POINT (135.5010663 34.7094261)
1740955760,34.7097993,135.5009409,3,,POINT (135.5009409 34.7097993)
1740967878,34.7019092,135.4992681,4,,POINT (135.4992681 34.7019092)
1741200515,34.7032525,135.4874371,4,traffic_signals,POINT (135.4874371 34.7032525)
1741202541,34.7059087,135.4874284,3,,POINT (135.4874284 34.7059087)
1741202542,34.7060574,135.4876179,3,,POINT (135.4876179 34.7060574)
1741202545,34.7054335,135.4875822,3,,POINT (135.4875822 34.7054335)
1741202554,34.7050847,135.4873844,3,,POINT (135.4873844 34.7050847)
1741202556,34.7077342,135.4864355,3,,POINT (135.4864355 34.7077342)
1741202560,34.7063129,135.487452,3,,POINT (135.487452 34.7063129)
1742286931,34.7092177,135.4986952,3,,POINT (135.4986952 34.7092177)
1742286933,34.7101093,135.4984159,3,,POINT (135.4984159 34.7101093)
1742286934,34.7095604,135.4985221,3,,POINT (135.4985221 34.7095604)
1742286968,34.7095662,135.4986332,3,,POINT (135.4986332 34.7095662)
1742830085,34.7115864,135.5057429,3,,POINT (135.5057429 34.7115864)
1742835225,34.7111481,135.5032497,4,,POINT (135.5032497 34.7111481)
1742839550,34.711169,135.50365,3,,POINT (135.50365 34.711169)
1742839551,34.7098756,135.495151,3,,POINT (135.495151 34.7098756)
1742839552,34.7103782,135.4947828,3,,POINT (135.4947828 34.7103782)
1742839557,34.7093049,135.4995246,3,,POINT (135.4995246 34.7093049)
1742839560,34.7096246,135.4999602,3,,POINT (135.4999602 34.7096246)
1742839570,34.7104277,135.4950485,3,,POINT (135.4950485 34.7104277)
1742839571,34.7105525,135.4958421,3,,POINT (135.4958421 34.7105525)
1742839572,34.7096234,135.4994778,3,,POINT (135.4994778 34.7096234)
1762908133,34.6959154,135.5167108,3,,POINT (135.5167108 34.6959154)
1762908152,34.6953317,135.5166182,4,,POINT (135.5166182 34.6953317)
1762908156,34.6947208,135.5165237,3,,POINT (135.5165237 34.6947208)
1765101854,34.7087188,135.5066967,3,,POINT (135.5066967 34.7087188)
1765101875,34.7080823,135.5067564,3,,POINT (135.5067564 34.7080823)
1832567616,34.7085386,135.5005951,3,,POINT (135.5005951 34.7085386)
1832567622,34.708871,135.4963008,4,traffic_signals,POINT (135.4963008 34.708871)
1832567641,34.7114633,135.5003667,5,traffic_signals,POINT (135.5003667 34.7114633)
1832567642,34.7116465,135.5001153,3,,POINT (135.5001153 34.7116465)
1832567653,34.7150984,135.5001315,3,,POINT (135.5001315 34.7150984)
1833824121,34.6968007,135.4903302,4,traffic_signals,POINT (135.4903302 34.6968007)
1833824125,34.6973743,135.4918562,4,traffic_signals,POINT (135.4918562 34.6973743)
1833824129,34.6979662,135.4935001,4,,POINT (135.4935001 34.6979662)
1833824132,34.6983092,135.5004203,4,,POINT (135.5004203 34.6983092)
1833824138,34.7004429,135.4995898,3,,POINT (135.4995898 34.7004429)
1833824145,34.7018046,135.4982542,4,,POINT (135.4982542 34.7018046)
1836000843,34.7085174,135.502278,3,,POINT (135.502278 34.7085174)
1836000853,34.7048134,135.5025567,4,traffic_signals,POINT (135.5025567 34.7048134)
1836000868,34.7043493,135.50467,4,,POINT (135.50467 34.7043493)
1836510680,34.7038374,135.5047141,3,,POINT (135.5047141 34.7038374)
1836510684,34.7037449,135.501844,3,,POINT (135.501844 34.7037449)
1836510688,34.7040807,135.5047065,3,,POINT (135.5047065 34.7040807)
1837325998,34.7060995,135.4987859,3,,POINT (135.4987859 34.7060995)
1837326034,34.7062624,135.4999801,3,,POINT (135.4999801 34.7062624)
1837471980,34.7061624,135.4992361,3,,POINT (135.4992361 34.7061624)
1837471984,34.7066205,135.4991466,3,,POINT (135.4991466 34.7066205)
1837471986,34.7067722,135.5001087,3,,POINT (135.5001087 34.7067722)
1839325759,34.7076772,135.4995716,3,,POINT (135.4995716 34.7076772)
1839325760,34.7071849,135.4983784,4,,POINT (135.4983784 34.7071849)
1839325761,34.7077722,135.5004387,3,,POINT (135.5004387 34.7077722)
1839325762,34.7077014,135.4998023,3,,POINT (135.4998023 34.7077014)
1839325763,34.7076109,135.4994814,3,,POINT (135.4994814 34.7076109)
1839329767,34.6994771,135.4935514,4,,POINT (135.4935514 34.6994771)
1839329773,34.6994176,135.4949966,3,,POINT (135.4949966 34.6994176)
1841182055,34.6945706,135.5187746,3,,POINT (135.5187746 34.6945706)
1841182056,34.694775,135.519347,3,,POINT (135.519347 34.694775)
1841182058,34.6947201,135.5198818,4,,POINT (135.5198818 34.6947201)
1841182060,34.6946532,135.5205902,3,,POINT (135.5205902 34.6946532)
1841182062,34.6944877,135.5198444,3,,POINT (135.5198444 34.6944877)
1841210010,34.6932068,135.5118211,3,traffic_signals,POINT (135.5118211 34.6932068)
1842726700,34.695241,135.501223,4,,POINT (135.501223 34.695241)
1842726701,34.6952621,135.4998418,3,,POINT (135.4998418 34.6952621)
1842737446,34.6947221,135.4941154,3,,POINT (135.4941154 34.6947221)
1842737448,34.695728,135.4956007,4,traffic_signals,POINT (135.4956007 34.695728)
1842742734,34.6961679,135.4923936,3,,POINT (135.4923936 34.6961679)
1842742735,34.6966118,135.4954502,4,traffic_signals,POINT (135.4954502 34.6966118)
1842746503,34.6965672,135.4923039,4,,POINT (135.4923039 34.6965672)
1842746515,34.6971259,135.4936934,4,,POINT (135.4936934 34.6971259)
1842746521,34.6974517,135.4954702,4,traffic_signals,POINT (135.4954702 34.6974517)
1842748783,34.6979189,135.4955037,4,traffic_signals,POINT (135.4955037 34.6979189)
1842768903,34.6958957,135.4971813,4,,POINT (135.4971813 34.6958957)
1842768905,34.6959276,135.4998366,4,,POINT (135.4998366 34.6959276)
1842768907,34.6960339,135.4985604,4,,POINT (135.4985604 34.6960339)
1842768912,34.6961096,135.4987736,3,,POINT (135.4987736 34.6961096)
1842768914,34.6964376,135.4969981,3,,POINT (135.4969981 34.6964376)
1842779005,34.6965679,135.4999951,3,,POINT (135.4999951 34.6965679)
1842779008,34.6968395,135.4987461,3,,POINT (135.4987461 34.6968395)
1842779010,34.6971713,135.4972119,4,,POINT (135.4972119 34.6971713)
1842779015,34.6976043,135.4973285,3,,POINT (135.4973285 34.6976043)
1843825141,34.6958746,135.5001946,3,,POINT (135.5001946 34.6958746)
1843825142,34.6961467,135.4985748,4,,POINT (135.4985748 34.6961467)
1843825143,34.6964812,135.5003443,3,,POINT (135.5003443 34.6964812)
1843831422,34.6951159,135.4972784,3,,POINT (135.4972784 34.6951159)
1843831424,34.6964157,135.4971274,3,,POINT (135.4971274 34.6964157)
1843831426,34.6968441,135.4987244,3,,POINT (135.4987244 34.6968441)
1843831446,34.6972472,135.4987927,3,,POINT (135.4987927 34.6972472)
1843831449,34.6977666,135.4966332,3,,POINT (135.4966332 34.6977666)
1843831452,34.6982677,135.4967895,3,,POINT (135.4967895 34.6982677)
1843836205,34.6974698,135.4978936,3,,POINT (135.4978936 34.6974698)
1843836211,34.6981706,135.4983046,3,,POINT (135.4983046 34.6981706)
1843842679,34.6970784,135.4994503,3,,POINT (135.4994503 34.6970784)
1843842683,34.6974862,135.4996273,3,,POINT (135.4996273 34.6974862)
1843842685,34.6978562,135.4981504,4,,POINT (135.4981504 34.6978562)
1843842691,34.6982416,135.4971998,4,,POINT (135.4971998 34.6982416)
1843846813,34.6974302,135.4998288,3,,POINT (135.4998288 34.6974302)
1843846820,34.6976349,135.4998914,4,,POINT (135.4998914 34.6976349)
1843846824,34.6981594,135.4997698,3,,POINT (135.4997698 34.6981594)
1843852613,34.6977915,135.4994062,3,,POINT (135.4994062 34.6977915)
1843852616,34.6979379,135.4982184,3,,POINT (135.4982184 34.6979379)
1843870095,34.6983907,135.4972374,4,,POINT (135.4972374 34.6983907)
1843870146,34.6994556,135.4972728,5,traffic_signals,POINT (135.4972728 34.6994556)
1843870149,34.6994963,135.4965093,3,,POINT (135.4965093 34.6994963)
